BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AS OF FINAL ROLL 18/19,BLOCK,LOT,BUILDING CLASS AS OF FINAL ROLL 18/19,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,lat,lng
3,77,2,0,4991,48,13,11203.0,3.0,0.0,3.0,1767.0,3196.0,1935.0,1,13,824250,2019-01-31,40.63729439999999,-73.9344093
3,35,2,0,8022,49,13,11236.0,3.0,0.0,3.0,3306.0,3591.0,1970.0,1,13,975000,2019-11-26,40.6379461,-73.90880539999999
1,222,10,4,132,1032,109,10007.0,1.0,0.0,1.0,0.0,0.0,1987.0,2,109,999500,2019-01-31,40.7151801,-74.0109277
4,212,0,0,12659,22,2,11412.0,1.0,0.0,1.0,3485.0,1008.0,1955.0,1,2,489000,2019-04-03,40.691636,-73.747597
3,66,2,0,3809,20,13,11207.0,3.0,0.0,3.0,2500.0,2560.0,1901.0,1,13,565000,2019-04-11,40.66636030000001,-73.8912811
4,143,1,0,3800,52,11,11379.0,2.0,0.0,2.0,2342.0,1296.0,1925.0,1,11,999000,2019-08-02,40.709389,-73.870631
2,142,6,4,2448,16,14,10456.0,12.0,0.0,12.0,3215.0,10688.0,1941.0,2,14,1200000,2019-07-29,40.8306165,-73.91636299999999
3,35,0,0,8167,40,1,11236.0,1.0,0.0,1.0,3280.0,960.0,1930.0,1,1,384000,2019-08-21,40.647417,-73.902322
4,104,1,0,16153,285,10,11693.0,2.0,0.0,2.0,2150.0,2753.0,2002.0,1,10,695000,2019-08-12,40.585253,-73.819287
5,160,0,0,4054,1,2,10306.0,1.0,0.0,1.0,5900.0,1425.0,1930.0,1,2,10,2019-02-02,40.561675,-74.1080523
3,139,1,0,8523,38,9,11234.0,2.0,0.0,2.0,1600.0,2070.0,1930.0,1,9,840000,2019-10-24,40.6101724,-73.930253
3,239,18,8,3118,19,57,11206.0,0.0,61.0,61.0,9310.0,32996.0,2013.0,4,56,9000000,2019-11-19,40.703686,-73.933131
1,39,10,4,720,1027,109,10011.0,1.0,0.0,1.0,0.0,0.0,1984.0,2,109,1215000,2019-08-09,40.7467155,-74.0024044
4,215,6,5,134,10,15,11104.0,6.0,0.0,6.0,2450.0,4974.0,1928.0,2,15,2070000,2019-12-19,40.74494199999999,-73.915182
3,76,0,0,5117,28,7,11226.0,1.0,0.0,1.0,8500.0,5400.0,1901.0,1,125,2600000,2019-04-25,40.645172,-73.9663587
5,220,3,1,7860,1011,108,10307.0,1.0,0.0,1.0,0.0,0.0,1988.0,1,108,199138,2019-09-17,40.5026589,-74.23818349999999
5,233,1,0,144,74,10,10310.0,2.0,0.0,2.0,4390.0,2232.0,2018.0,1,10,840056,2019-08-08,40.6337877,-74.1084608
2,205,2,0,3875,16,13,10472.0,3.0,0.0,3.0,3742.0,3517.0,1925.0,1,13,8000,2019-08-07,40.8334862,-73.8683927
2,151,0,0,4056,27,5,10462.0,1.0,0.0,1.0,1171.0,1218.0,1955.0,1,5,500000,2019-08-23,40.8469175,-73.8608136
3,100,14,8,2513,2,87,11222.0,0.0,1.0,1.0,1875.0,1875.0,1931.0,4,87,1750000,2019-11-08,40.7339649,-73.954667
5,158,0,0,83,6,1,10301.0,1.0,0.0,1.0,1989.0,1296.0,1910.0,1,1,440000,2019-06-28,40.6373577,-74.0885511
3,23,1,0,5686,6,126,11220.0,2.0,1.0,3.0,1600.0,3588.0,1920.0,1,126,5700000,2019-08-02,40.6374016,-74.00733009999999
2,230,1,0,5022,77,12,10466.0,2.0,0.0,2.0,5000.0,3695.0,1975.0,1,12,750000,2019-01-16,40.8939788,-73.8415158
2,174,15,8,3946,54,70,10462.0,0.0,2.0,2.0,2940.0,3976.0,1996.0,4,69,1950000,2019-03-20,40.8363041,-73.8546558
5,98,0,0,4985,19,5,10306.0,1.0,0.0,1.0,0.0,0.0,2018.0,1,5,646588,2019-03-14,40.5567739,-74.1309065
2,116,1,0,2762,112,9,10474.0,2.0,0.0,2.0,2033.0,2380.0,2000.0,1,9,665000,2019-07-18,40.8179551,-73.88666289999999
4,84,34,8,4995,1068,116,11354.0,0.0,1.0,1.0,0.0,0.0,2015.0,4,116,249297,2019-03-20,40.7669822,-73.8213762
4,207,1,0,10086,24,11,11435.0,2.0,0.0,2.0,2500.0,1484.0,1920.0,1,11,680000,2019-06-03,40.6927359,-73.80213599999999
4,194,1,0,13592,5,11,11422.0,2.0,0.0,2.0,5000.0,900.0,1945.0,1,11,430000,2019-04-10,40.6600033,-73.7326861
3,56,0,0,3950,26,8,11207.0,1.0,0.0,1.0,1688.0,1680.0,1901.0,1,8,10,2019-01-18,40.6783209,-73.8883309
4,17,1,0,8620,1,11,11426.0,2.0,0.0,2.0,7100.0,1284.0,1945.0,1,11,365000,2019-07-15,40.73227,-73.714018
3,56,11,5,3931,57,130,11208.0,3.0,2.0,5.0,1684.0,3368.0,1920.0,2,130,1035000,2019-08-28,40.6818166,-73.8793262
3,240,19,8,2364,19,39,11249.0,6.0,0.0,6.0,1979.0,11899.0,1910.0,4,38,5350000,2019-05-22,40.7159736,-73.9623639
3,66,0,0,4230,28,8,11208.0,1.0,0.0,1.0,1600.0,1904.0,1930.0,1,8,600000,2019-06-26,40.674421,-73.873507
3,10,3,1,5868,1022,108,11220.0,1.0,0.0,1.0,0.0,0.0,2002.0,1,108,730000,2019-07-16,40.6385253,-74.0353603
3,14,10,4,1747,1336,109,11206.0,1.0,0.0,1.0,0.0,0.0,2018.0,2,109,885878,2019-03-19,40.6961587,-73.9481851
4,133,9,4,72,1110,109,11101.0,1.0,0.0,1.0,0.0,0.0,2017.0,2,107,875000,2019-08-29,40.7449659,-73.947155
4,125,1,0,9240,1,126,11415.0,2.0,1.0,3.0,925.0,3050.0,1931.0,1,126,1050000,2019-09-17,40.7049019,-73.8279647
5,163,0,0,2116,54,5,10314.0,1.0,0.0,1.0,2728.0,1400.0,1975.0,1,5,552000,2019-10-07,40.5951688,-74.16641779999999
3,78,12,7,1330,1104,106,11221.0,1.0,0.0,1.0,0.0,0.0,1920.0,2,106,1195000,2019-12-30,40.7476873,-73.9878772
1,102,10,4,631,1252,109,10014.0,1.0,0.0,1.0,0.0,0.0,1895.0,2,109,9877025,2019-05-14,40.7336877,-74.0079612
5,233,0,0,198,45,1,10310.0,1.0,0.0,1.0,19620.0,2361.0,1899.0,1,1,372539,2019-10-24,40.6366102,-74.1231013
4,118,1,0,1397,31,11,11369.0,2.0,0.0,2.0,2342.0,1592.0,1925.0,1,11,945000,2019-09-13,40.7581602,-73.88234140000002
2,217,1,0,5598,176,9,10465.0,2.0,0.0,2.0,2850.0,2002.0,2006.0,1,9,1018703,2019-10-15,40.8144269,-73.8243196
4,52,13,7,1950,1009,113,11368.0,1.0,0.0,1.0,0.0,0.0,2016.0,2,113,824783,2019-04-09,40.7386229,-73.856169
4,84,10,4,5181,1120,109,11355.0,1.0,0.0,1.0,0.0,0.0,1921.0,2,109,409888,2019-12-04,40.7578934,-73.8231333
4,212,0,0,10965,245,1,11429.0,1.0,0.0,1.0,2917.0,1462.0,1925.0,1,1,645000,2019-04-18,40.705225,-73.749523
2,199,14,8,5400,51,93,10461.0,0.0,1.0,1.0,6117.0,2460.0,1963.0,4,93,1040000,2019-12-17,40.843789,-73.8297991
1,102,10,4,602,1228,109,10014.0,1.0,0.0,1.0,0.0,0.0,1911.0,2,109,8395226,2019-08-29,40.7309491,-74.0078137
4,52,0,0,1949,148,1,11368.0,1.0,0.0,1.0,2054.0,1120.0,1940.0,1,1,740000,2019-05-15,40.738449,-73.8579422
4,189,1,0,3601,23,10,11379.0,2.0,0.0,2.0,1888.0,1702.0,1925.0,1,10,789888,2019-09-10,40.7121039,-73.89620599999999
5,70,0,0,5688,18,1,10312.0,1.0,0.0,1.0,4000.0,1648.0,1970.0,1,1,650000,2019-11-06,40.56337389999999,-74.18007469999999
3,201,0,0,8796,56,2,11235.0,1.0,0.0,1.0,1200.0,540.0,1920.0,1,2,350000,2019-09-16,40.5848893,-73.938152
4,236,1,0,4636,72,9,11357.0,2.0,0.0,2.0,4000.0,2392.0,1990.0,1,9,1280000,2019-10-07,40.779047,-73.822011
2,205,21,8,3627,1,46,10473.0,0.0,0.0,0.0,276732.0,0.0,1962.0,4,45,18500000,2019-01-15,40.8268965,-73.8778262
4,212,0,0,10308,46,1,11434.0,1.0,0.0,1.0,6000.0,1760.0,1930.0,1,1,565000,2019-12-20,40.6933636,-73.7720442
3,149,0,0,8604,1,3,11234.0,1.0,0.0,1.0,11000.0,6828.0,2006.0,1,3,3350000,2019-11-12,40.6046016,-73.9089997
4,7,2,0,687,29,13,11103.0,3.0,0.0,3.0,2842.0,2040.0,1930.0,1,13,1475000,2019-12-16,40.7538172,-73.98226369999999
4,92,0,0,3854,67,5,11385.0,1.0,0.0,1.0,1900.0,2400.0,1930.0,1,5,868800,2019-12-03,40.708956,-73.8629
