BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AS OF FINAL ROLL 18/19,BLOCK,LOT,BUILDING CLASS AS OF FINAL ROLL 18/19,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,FINAL_ADDRESS
1,228,10,4,1887,1042,109,10025.0,1.0,0.0,1.0,0.0,0.0,1920.0,2,109,1675000,2019-03-27,"310 WEST 97TH STREET, 41 NYC"
5,140,0,0,1215,10,2,10303.0,1.0,0.0,1.0,4792.0,1012.0,1950.0,1,2,250000,2019-09-19,63 MAPLE PARKWAY NYC
3,10,0,0,5871,89,5,11209.0,1.0,0.0,1.0,1600.0,2112.0,1920.0,1,5,1100000,2019-08-21,28 BAY RIDGE PLACE NYC
3,10,1,0,5867,35,9,11220.0,2.0,0.0,2.0,2000.0,2230.0,1925.0,1,9,1340000,2019-03-07,725 BAY RIDGE AVENUE NYC
4,84,34,8,4995,1087,119,11354.0,0.0,1.0,1.0,0.0,0.0,2015.0,4,119,2212973,2019-01-11,"145-38 34TH AVENUE, P27 NYC"
1,94,10,4,900,1029,109,10003.0,1.0,0.0,1.0,0.0,0.0,1920.0,2,109,3192214,2019-05-30,"215 EAST 19TH STREET, 4B NYC"
4,12,10,4,5893,1964,109,11360.0,1.0,0.0,1.0,0.0,0.0,1972.0,2,109,648000,2019-11-01,"2 BAY CLUB DRIVE, 19L NYC"
5,193,0,0,2975,47,5,10305.0,1.0,0.0,1.0,1344.0,1200.0,1992.0,1,5,450000,2019-05-14,218 VIRGINIA AVENUE NYC
5,31,1,0,1655,52,12,10314.0,2.0,0.0,2.0,3330.0,1912.0,1974.0,1,12,565000,2019-02-06,196 REGIS DRIVE NYC
4,183,0,0,10653,82,1,11427.0,1.0,0.0,1.0,3135.0,1260.0,1930.0,1,1,519000,2019-05-14,89-78 212TH PLACE NYC
3,238,10,4,2224,1107,109,11249.0,1.0,0.0,1.0,0.0,0.0,1998.0,2,109,847000,2019-12-23,"35 HEYWARD STREET, 4-L NYC"
2,28,1,0,4575,34,9,10469.0,2.0,0.0,2.0,2500.0,3900.0,1940.0,1,9,740000,2019-11-07,3039 COLDEN AVENUE NYC
5,235,14,8,1521,14,93,10314.0,0.0,2.0,2.0,3647.0,2785.0,1979.0,4,93,725000,2019-03-28,2535 VICTORY BOULEVARD NYC
4,244,0,0,8930,77,1,11421.0,1.0,0.0,1.0,2018.0,1328.0,1920.0,1,1,640000,2019-04-22,91-35 88TH ROAD NYC
4,244,1,0,8941,139,10,11421.0,2.0,0.0,2.0,1820.0,1804.0,1930.0,1,10,705000,2019-04-25,93-07 74TH PLACE NYC
4,12,14,8,7451,29,88,11364.0,0.0,1.0,1.0,11586.0,21000.0,1974.0,4,88,6000000,2019-05-23,58-47 FRANCIS LEWIS BLVD NYC
1,134,20,8,409,1201,110,10002.0,0.0,1.0,1.0,0.0,0.0,2016.0,4,110,15985997,2019-04-16,"242 BROOME STREET, COMM NYC"
3,35,1,0,8229,63,12,11236.0,2.0,0.0,2.0,2000.0,2272.0,1955.0,1,12,250000,2019-10-11,1044 EAST 103 STREET NYC
5,206,0,0,3255,44,1,10305.0,1.0,0.0,1.0,3150.0,2050.0,2005.0,1,1,560000,2019-09-05,255 KENSINGTON AVENUE NYC
4,143,1,0,2996,14,11,11379.0,2.0,0.0,2.0,2525.0,1840.0,1940.0,1,11,890000,2019-10-16,63-18 84 STREET NYC
5,70,0,0,5330,7,2,10312.0,1.0,0.0,1.0,4300.0,960.0,1970.0,1,2,695000,2019-11-21,411 SYCAMORE STREET NYC
2,28,1,0,4521,49,10,10469.0,2.0,0.0,2.0,5000.0,1820.0,1925.0,1,10,640000,2019-08-13,2739 YATES AVENUE NYC
3,135,0,0,7331,78,5,11229.0,1.0,0.0,1.0,2000.0,1224.0,1930.0,1,5,775096,2019-11-29,2039 EAST 26TH STREET NYC
4,84,0,0,5410,40,1,11355.0,1.0,0.0,1.0,4000.0,1782.0,1915.0,1,1,980000,2019-04-30,43-60 MURRAY STREET NYC
5,31,0,0,1681,22,5,10303.0,1.0,0.0,1.0,1674.0,1159.0,1988.0,1,5,378222,2019-08-28,26 FRANCESCA LANE NYC
3,139,0,0,8480,7,8,11234.0,1.0,0.0,1.0,1530.0,1036.0,1925.0,1,8,664000,2019-01-31,3609 FILLMORE AVE NYC
3,56,2,0,3949,11,13,11207.0,3.0,0.0,3.0,2500.0,2886.0,1901.0,1,13,575000,2019-04-15,145 SCHENCK AVENUE NYC
3,240,10,4,2313,1122,109,11211.0,1.0,0.0,1.0,0.0,0.0,2014.0,2,109,960000,2019-03-29,"212 NORTH 9TH STREET, 5D NYC"
4,203,0,0,12040,188,5,11436.0,1.0,0.0,1.0,1980.0,1600.0,1945.0,1,5,100000,2019-05-08,120-04 144TH STREET NYC
5,163,3,1,1992,1032,108,10314.0,1.0,0.0,1.0,0.0,0.0,1986.0,1,108,395000,2019-07-25,"93 MC DIVITT AVENUE, N/A NYC"
2,53,0,0,5410,306,5,10465.0,1.0,0.0,1.0,2500.0,1998.0,1965.0,1,5,540000,2019-07-18,1477 STADIUM AVENUE NYC
4,212,0,0,10947,39,1,11429.0,1.0,0.0,1.0,2600.0,1584.0,1920.0,1,1,580000,2019-09-04,110-10 207TH STREET NYC
3,23,12,7,5471,1204,106,11219.0,1.0,0.0,1.0,0.0,0.0,2009.0,2,106,807300,2019-05-08,"1567 53RD STREET, 4 NYC"
3,55,12,7,1147,1208,106,11238.0,1.0,0.0,1.0,0.0,0.0,2008.0,2,106,1078000,2019-04-03,"651 WASHINGTON AVENUE, 5R NYC"
3,25,12,7,8665,1202,106,11235.0,1.0,0.0,1.0,0.0,0.0,2007.0,2,106,685000,2019-12-03,"2918 BRIGHTON 6 STREET, 1B NYC"
5,235,0,0,1478,485,8,10302.0,1.0,0.0,1.0,2500.0,1230.0,1970.0,1,8,460000,2019-10-03,81 HOUSTON STREET NYC
4,114,0,0,14228,167,2,11414.0,1.0,0.0,1.0,2400.0,800.0,1920.0,1,2,242540,2019-11-22,14A BAYVIEW AVENUE NYC
4,215,10,4,139,1014,109,11104.0,1.0,0.0,1.0,0.0,0.0,1931.0,2,109,405600,2019-09-10,"43-33 48TH STREET, 2F NYC"
4,89,0,0,7192,50,1,11366.0,1.0,0.0,1.0,4000.0,1296.0,1950.0,1,1,915000,2019-05-16,75-77 179TH STREET NYC
4,129,0,0,13166,43,1,11413.0,1.0,0.0,1.0,3142.0,1316.0,1920.0,1,1,620000,2019-06-14,135-14 232 STREET NYC
5,220,0,0,7863,44,5,10307.0,1.0,0.0,1.0,1276.0,1144.0,1990.0,1,5,10,2019-04-17,7054 HYLAN BOULEVARD NYC
1,155,10,4,862,1361,109,10016.0,1.0,0.0,1.0,0.0,0.0,2005.0,2,109,1500000,2019-05-10,"325 5 AVENUE, 15H NYC"
3,23,6,5,5512,75,16,11204.0,4.0,0.0,4.0,2003.0,2800.0,1931.0,2,16,1250000,2019-08-14,1805 60TH STREET NYC
3,135,34,8,6782,1596,116,11229.0,0.0,1.0,1.0,0.0,0.0,2016.0,4,119,754000,2019-12-18,"2128 OCEAN AVENUE, P30 NYC"
1,108,10,4,1969,1013,109,10027.0,1.0,0.0,1.0,0.0,0.0,2016.0,2,109,710739,2019-12-17,"52 CONVENT AVENUE, 4B NYC"
5,138,0,0,705,379,2,10314.0,1.0,0.0,1.0,4040.0,2132.0,1975.0,1,2,685000,2019-03-26,23 WALDO PLACE NYC
4,171,1,0,11531,41,11,11417.0,2.0,0.0,2.0,2000.0,1300.0,1925.0,1,11,500000,2019-07-09,137-33 95TH STREET NYC
4,6,0,0,16047,42,1,11692.0,1.0,0.0,1.0,2000.0,2176.0,1920.0,1,1,385220,2019-08-01,6924 ALMEDA AVENUE NYC
5,70,0,0,5350,85,2,10312.0,1.0,0.0,1.0,5850.0,1000.0,1955.0,1,2,590000,2019-08-13,318 PRESTON AVENUE NYC
4,183,0,0,11227,86,0,11429.0,1.0,0.0,1.0,4000.0,1020.0,1945.0,1,0,525000,2019-02-20,227-26 112 AVENUE NYC
1,134,10,4,248,1374,109,10002.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,1389514,2019-07-02,"250 SOUTH STREET, 37M NYC"
1,223,10,4,1416,1113,109,10065.0,1.0,0.0,1.0,0.0,0.0,1967.0,2,109,4350000,2019-03-20,"200 EAST 62ND STREET, 29D NYC"
3,66,1,0,4478,119,9,11208.0,2.0,0.0,2.0,3000.0,2120.0,1955.0,1,9,750000,2019-02-28,486 MONTAUK AVE NYC
1,105,10,4,2045,1054,109,10039.0,1.0,0.0,1.0,0.0,0.0,2005.0,2,109,840000,2019-12-17,"68 BRADHURST AVENUE, 4-N NYC"
5,115,0,0,6336,20,1,10312.0,1.0,0.0,1.0,9950.0,3392.0,2019.0,1,1,880000,2019-02-08,252 RAMONA AVENUE NYC
4,52,6,5,1617,34,15,11368.0,6.0,0.0,6.0,2000.0,3675.0,1931.0,2,15,990000,2019-01-24,99-11 43RD AVENUE NYC
1,123,10,4,702,1098,109,10001.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,5023050,2019-04-29,"553 WEST 30TH STREET, 34A NYC"
1,231,10,4,2111,1126,109,10032.0,1.0,0.0,1.0,0.0,0.0,2014.0,2,109,610000,2019-05-03,"446 WEST 167 STREET, 6C NYC"
2,217,9,4,5606,1007,107,10465.0,1.0,0.0,1.0,0.0,0.0,1996.0,2,107,360000,2019-02-05,"195 BALCOM AVENUE, 2E NYC"
2,217,0,0,5432,48,1,10465.0,1.0,0.0,1.0,2000.0,1664.0,1930.0,1,1,525000,2019-10-30,735 LOGAN AVENUE NYC
4,212,0,0,10963,199,5,11429.0,1.0,0.0,1.0,2600.0,1224.0,1950.0,1,5,495000,2019-06-10,111-12 FRANCIS LEWIS BLVD. NYC
2,237,6,5,4863,79,16,10466.0,4.0,0.0,4.0,3630.0,2746.0,1931.0,2,16,300000,2019-02-20,954 EAST 228 STREET NYC
1,145,10,4,1292,1455,109,10022.0,1.0,0.0,1.0,0.0,0.0,2012.0,2,109,31501890,2019-06-21,"432 PARK AVENUE, 94 NYC"
3,19,1,0,6853,29,11,11214.0,2.0,0.0,2.0,3600.0,2304.0,1920.0,1,11,1430000,2019-08-20,2356 83 STREET NYC
2,152,21,8,2692,1,41,10459.0,0.0,1.0,1.0,819.0,720.0,1910.0,4,40,110000,2019-12-20,1144 REV JAMES POLITE AVE NYC
1,134,10,4,248,1298,109,10002.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,1503502,2019-06-19,"250 SOUTH STREET, 30B NYC"
3,51,10,4,7279,2073,109,11224.0,1.0,0.0,1.0,0.0,0.0,1964.0,2,109,600000,2019-09-26,"601 SURF AVENUE, 12H NYC"
2,11,0,0,4739,20,5,10469.0,1.0,0.0,1.0,2500.0,1748.0,1930.0,1,5,550000,2019-09-12,3221 FISH AVENUE NYC
3,25,10,4,8720,1034,109,11235.0,1.0,0.0,1.0,0.0,0.0,2000.0,2,109,730000,2019-03-28,"150 OCEANA DRIVE WEST, 3B NYC"
4,194,1,0,13676,62,10,11422.0,2.0,0.0,2.0,3000.0,2181.0,1950.0,1,10,1,2019-08-07,149-48 256TH STREET NYC
3,79,2,0,4666,6,13,11212.0,3.0,0.0,3.0,2550.0,3180.0,1940.0,1,13,550000,2019-03-29,1006 LENOX ROAD NYC
1,146,10,4,1320,1409,109,10017.0,1.0,0.0,1.0,0.0,0.0,1957.0,2,109,680000,2019-08-02,"210 EAST 47TH STREET, 2D NYC"
3,66,0,0,4211,3,1,11208.0,1.0,0.0,1.0,3000.0,1500.0,1899.0,1,1,405600,2019-01-10,133 CRYSTAL STREET NYC
2,13,6,4,3324,99,14,10467.0,50.0,0.0,50.0,11340.0,53040.0,1925.0,2,14,12375857,2019-04-04,15-19 W MOSHOLU PARKWAY N NYC
5,70,0,0,5643,57,5,10312.0,1.0,0.0,1.0,9875.0,1912.0,1992.0,1,5,715500,2019-08-30,11 POMPEY AVENUE NYC
3,14,1,0,1817,75,11,11216.0,2.0,0.0,2.0,2200.0,3168.0,1899.0,1,11,1300000,2019-05-23,177 MADISON STREET NYC
5,220,0,0,7913,80,1,10307.0,1.0,0.0,1.0,10000.0,4410.0,1984.0,1,1,960000,2019-08-12,123 CARTERET STREET NYC
1,147,10,4,1030,1006,109,10019.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,1858306,2019-09-27,"220 CENTRAL PARK SOUTH, 18H NYC"
5,70,0,0,5660,29,5,10312.0,1.0,0.0,1.0,2800.0,1400.0,1994.0,1,5,560000,2019-11-22,14 NOTUS AVENUE NYC
4,52,1,0,1714,13,9,11368.0,2.0,0.0,2.0,3082.0,2368.0,1910.0,1,9,1041,2019-01-10,33-18 100TH STREET NYC
3,135,0,0,7331,36,5,11229.0,1.0,0.0,1.0,1800.0,1224.0,1930.0,1,5,765000,2019-06-20,2058 EAST 27TH STREET NYC
3,14,10,4,1747,1419,109,11206.0,1.0,0.0,1.0,0.0,0.0,2018.0,2,109,763688,2019-01-14,"134 STOCKTON STREET, 4B NYC"
4,203,0,0,11991,47,1,11436.0,1.0,0.0,1.0,2000.0,882.0,1930.0,1,1,440000,2019-07-03,115-13 146TH STREET NYC
2,175,0,0,4394,16,5,10469.0,1.0,0.0,1.0,2500.0,2071.0,1945.0,1,5,595000,2019-05-17,2366 WOODHULL AVENUE NYC
2,126,1,0,3237,90,9,10463.0,2.0,0.0,2.0,4219.0,3013.0,1901.0,1,9,495000,2019-05-20,2660 KINGSBRIDGE TERRACE NYC
4,69,10,4,1531,1005,109,11373.0,1.0,0.0,1.0,0.0,0.0,2004.0,2,109,590000,2019-02-13,"78-36 46TH AVENUE, 1E NYC"
5,70,0,0,5636,69,5,10312.0,1.0,0.0,1.0,1955.0,1585.0,1988.0,1,5,475000,2019-09-06,176 FIGUREA AVENUE NYC
5,98,0,0,5457,130,2,10308.0,1.0,0.0,1.0,4000.0,1460.0,1965.0,1,2,725000,2019-07-03,221 BROOKFIELD AVENUE NYC
4,84,0,0,5573,52,0,11365.0,1.0,0.0,1.0,4000.0,945.0,1955.0,1,0,740000,2019-12-13,49-20 170TH STREET NYC
3,14,1,0,1703,70,11,11233.0,2.0,0.0,2.0,1404.0,2352.0,1899.0,1,11,4000,2019-11-08,793 HERKIMER STREET NYC
2,217,1,0,5501,37,9,10465.0,2.0,0.0,2.0,1800.0,1728.0,1950.0,1,9,730000,2019-12-13,188 KEARNEY AVENUE NYC
3,167,1,0,1531,63,11,11233.0,2.0,0.0,2.0,1503.0,1530.0,1899.0,1,11,650000,2019-12-04,1941 FULTON ST NYC
2,53,3,1,5417,1123,108,10465.0,1.0,0.0,1.0,0.0,0.0,2006.0,1,108,500000,2019-10-01,"1490 OUTLOOK AVENUE, 2M NYC"
3,167,12,7,1527,1001,106,11233.0,1.0,0.0,1.0,0.0,0.0,2016.0,2,106,481650,2019-04-11,"205 MAC DOUGAL STREET, 1A NYC"
5,180,0,0,1042,164,1,10302.0,1.0,0.0,1.0,3700.0,960.0,1925.0,1,1,385000,2019-01-28,68 HAUGHWOUT AVENUE NYC
5,138,0,0,763,126,0,10314.0,1.0,0.0,1.0,6000.0,1475.0,1950.0,1,0,720000,2019-12-11,263 GANSEVOORT BOULEVARD NYC
4,236,0,0,4498,11,0,11357.0,1.0,0.0,1.0,6250.0,1475.0,1945.0,1,0,531250,2019-02-14,149-36 7 AVENUE NYC
4,84,0,0,6437,31,5,11355.0,1.0,0.0,1.0,2160.0,1224.0,1950.0,1,5,920000,2019-02-11,153-17 58TH AVENUE NYC
4,143,0,0,3781,7,1,11379.0,1.0,0.0,1.0,5000.0,1408.0,1920.0,1,1,850000,2019-07-15,67-33 79TH STREET NYC
3,167,2,0,1533,13,13,11233.0,3.0,0.0,3.0,1875.0,3093.0,1920.0,1,13,750000,2019-01-07,190 MACDOUGAL ST NYC
1,224,12,7,1544,1203,106,10028.0,1.0,0.0,1.0,0.0,0.0,2008.0,2,106,922500,2019-09-27,"306 EAST 82ND STREET, 2B NYC"
2,13,1,0,3331,51,11,10467.0,2.0,0.0,2.0,2875.0,2079.0,1915.0,1,11,495000,2019-08-13,3101 WEBSTER AVENUE NYC
4,7,1,0,650,123,11,11103.0,2.0,0.0,2.0,3000.0,2720.0,1935.0,1,11,2850000,2019-12-03,30-53 35TH STREET NYC
3,100,10,4,2530,1173,109,11222.0,1.0,0.0,1.0,0.0,0.0,2017.0,2,109,2158690,2019-04-30,"21 INDIA STREET, 36A NYC"
3,216,1,0,838,14,10,11220.0,2.0,0.0,2.0,2003.0,2352.0,1901.0,1,10,1,2019-04-17,322 56TH STREET NYC
3,169,1,0,7201,21,11,11235.0,2.0,0.0,2.0,3000.0,1920.0,1930.0,1,11,1200000,2019-09-12,87 PARKWAY COURT NYC
3,33,12,7,3296,1002,106,11221.0,1.0,0.0,1.0,0.0,0.0,2019.0,2,106,712775,2019-12-17,"1178 GREENE AVE, 2 NYC"
5,160,3,1,4229,1036,108,10306.0,1.0,0.0,1.0,0.0,0.0,1988.0,1,108,231000,2019-09-03,"61B FRANCINE COURT, 71B NYC"
4,212,0,0,10923,26,5,11412.0,1.0,0.0,1.0,2517.0,1191.0,1920.0,1,5,657558,2019-03-25,190-17 109TH ROAD NYC
5,160,0,0,4033,100,1,10306.0,1.0,0.0,1.0,5050.0,1928.0,1930.0,1,1,795000,2019-07-08,38 TITUS AVENUE NYC
3,173,3,1,1112,1207,108,11215.0,1.0,0.0,1.0,0.0,0.0,2013.0,1,108,2025000,2019-07-31,"379 PROSPECT AVENUE, 3C NYC"
3,66,0,0,4055,60,5,11208.0,1.0,0.0,1.0,1620.0,1134.0,1990.0,1,5,450000,2019-01-11,1097 BLAKE AVENUE NYC
4,52,7,4,1986,39,29,11368.0,13.0,0.0,13.0,2500.0,12293.0,2008.0,2,28,4050000,2019-04-25,42-12 108TH STREET NYC
4,104,9,4,16137,1014,107,11693.0,1.0,0.0,1.0,0.0,0.0,2004.0,2,107,575000,2019-11-21,"130 BEACH 92 STREET, 3C NYC"
2,109,21,8,2516,63,49,10452.0,0.0,2.0,2.0,7268.0,2200.0,1929.0,4,48,250000,2019-07-10,133 WEST 167 STREET NYC
4,207,0,0,12147,32,1,11433.0,1.0,0.0,1.0,2500.0,1216.0,1920.0,1,1,790000,2019-04-12,109-20 157 STREET NYC
1,226,10,4,1114,1385,109,10023.0,1.0,0.0,1.0,0.0,0.0,2005.0,2,109,1921988,2019-10-21,"15 CENTRAL PARK WEST, 16H NYC"
4,171,1,0,9109,33,10,11417.0,2.0,0.0,2.0,2500.0,2168.0,1920.0,1,10,785000,2019-10-11,103-09 89TH STREET NYC
1,227,2,0,1202,17,13,10024.0,3.0,0.0,3.0,2114.0,6689.0,1899.0,1,13,8875000,2019-05-15,37 WEST 88TH STREET NYC
3,23,1,0,5449,35,10,11204.0,2.0,0.0,2.0,2654.0,2800.0,1920.0,1,10,2200000,2019-07-22,1762 48TH STREET NYC
2,41,0,0,5628,107,2,10464.0,1.0,0.0,1.0,3392.0,924.0,1950.0,1,2,185000,2019-10-21,94 CAROLL STREET NYC
3,25,12,7,8668,1008,106,11235.0,1.0,0.0,1.0,0.0,0.0,2004.0,2,106,515000,2019-12-10,"2925 BRIGHTON 8 STREET, 4B NYC"
3,239,1,0,2768,8,12,11211.0,2.0,0.0,2.0,904.0,1296.0,1901.0,1,12,1100000,2019-02-12,64 DEVOE STREET NYC
3,77,0,0,4719,42,1,11203.0,1.0,0.0,1.0,2500.0,840.0,1910.0,1,1,629000,2019-11-06,4707 TILDEN AVENUE NYC
4,65,1,0,1659,30,9,11369.0,2.0,0.0,2.0,3000.0,2200.0,1925.0,1,9,600000,2019-02-21,27-42 MCINTOSH STREET NYC
3,33,11,5,3166,31,128,11237.0,4.0,1.0,5.0,2500.0,5750.0,1931.0,2,128,10,2019-12-13,444 MELROSE STREET NYC
2,11,1,0,4746,7,9,10469.0,2.0,0.0,2.0,2200.0,1475.0,1955.0,1,9,476000,2019-12-11,3251 EASTCHESTER ROAD NYC
3,79,0,0,4594,78,5,11212.0,1.0,0.0,1.0,1600.0,1728.0,1950.0,1,5,615000,2019-07-03,85 EAST 91ST STREET NYC
1,39,10,4,695,1355,109,10011.0,1.0,0.0,1.0,0.0,0.0,2005.0,2,109,999100,2019-04-29,"555 WEST 23RD STREET, S4F NYC"
3,25,10,4,8720,1065,109,11235.0,1.0,0.0,1.0,0.0,0.0,2000.0,2,109,1250000,2019-08-07,"150 OCEANA DRIVE WEST, PH1 NYC"
4,84,10,4,5044,1454,109,11355.0,1.0,0.0,1.0,0.0,0.0,1960.0,2,109,744000,2019-02-04,"41-25 KISSENA BOULEVARD, 1T NYC"
2,205,11,5,3499,10,130,10473.0,4.0,2.0,6.0,7550.0,3684.0,1931.0,2,130,1500000,2019-03-26,412 SOUNDVIEW AVENUE NYC
1,147,10,4,1032,1257,109,10036.0,1.0,0.0,1.0,0.0,0.0,2004.0,2,109,799000,2019-07-31,"350 WEST 42ND STREET, 24I NYC"
1,155,10,4,894,408,109,10016.0,1.0,0.0,1.0,0.0,0.0,1924.0,2,109,993950,2019-04-29,"77 PARK AVENUE, 4H NYC"
1,232,10,4,2180,1319,109,10040.0,1.0,0.0,1.0,0.0,0.0,2008.0,2,109,512500,2019-09-17,"210 BENNETT AVENUE, 4D NYC"
5,233,0,0,221,79,1,10310.0,1.0,0.0,1.0,2558.0,2292.0,2016.0,1,1,574999,2019-05-28,150 ELIZABETH STREET NYC
4,194,1,0,13586,52,10,11422.0,2.0,0.0,2.0,4300.0,2596.0,1945.0,1,10,850000,2019-10-22,144-38 256TH STREET NYC
5,163,10,4,2451,1012,109,10314.0,1.0,0.0,1.0,0.0,0.0,1988.0,2,109,400000,2019-01-03,"95 ESSEX DRIVE, 2D NYC"
2,116,31,8,2770,1,142,10474.0,0.0,252.0,252.0,5612000.0,1172005.0,1960.0,4,142,2800000,2019-12-30,"410 HALLECK STREET, 228 NYC"
5,70,1,0,5641,5,10,10312.0,2.0,0.0,2.0,4200.0,1720.0,1965.0,1,10,600000,2019-12-18,137 STROUD AVENUE NYC
5,178,0,0,6796,10,5,10309.0,1.0,0.0,1.0,2760.0,1400.0,2002.0,1,5,615000,2019-06-27,139B SHARROTT AVENUE NYC
4,211,1,0,13354,31,10,11434.0,2.0,0.0,2.0,4000.0,1778.0,1920.0,1,10,850000,2019-11-07,178-26 146TH TERRACE NYC
3,239,1,0,2242,24,9,11206.0,2.0,0.0,2.0,4000.0,9829.0,2018.0,1,9,5000000,2019-12-23,200 MIDDLETON STREET NYC
3,23,3,1,5488,1102,108,11219.0,1.0,0.0,1.0,0.0,0.0,1992.0,1,108,1400000,2019-06-06,"1547 56TH STREET, 2 NYC"
4,244,0,0,9306,58,5,11418.0,1.0,0.0,1.0,1403.0,1056.0,1920.0,1,5,310000,2019-07-03,100-18 93RD AVENUE NYC
1,106,0,0,1638,46,5,10029.0,1.0,0.0,1.0,1817.0,3312.0,1900.0,1,5,6900000,2019-06-13,168 EAST 111 STREET NYC
5,206,1,0,3368,37,10,10305.0,2.0,0.0,2.0,4300.0,1872.0,1950.0,1,10,825000,2019-08-05,340 BURGHER AVENUE NYC
1,134,14,8,348,17,91,10002.0,0.0,4.0,4.0,2200.0,8800.0,1910.0,4,91,4750000,2019-12-12,155 RIVINGTON STREET NYC
4,236,1,0,4652,29,9,11357.0,2.0,0.0,2.0,3100.0,3232.0,1965.0,1,9,1370000,2019-11-06,147-40 18TH AVE NYC
3,10,1,0,5941,73,9,11209.0,2.0,0.0,2.0,2000.0,2000.0,1925.0,1,9,990000,2019-10-16,423 76TH STREET NYC
4,208,1,0,11751,45,10,11420.0,2.0,0.0,2.0,5066.0,2450.0,1996.0,1,10,825000,2019-12-11,128-07 CEDRIC ROAD NYC
4,247,1,0,1217,58,11,11377.0,2.0,0.0,2.0,2000.0,1296.0,1901.0,1,11,675000,2019-11-21,37-20 63RD STREET NYC
3,10,0,0,5860,210,5,11220.0,1.0,0.0,1.0,1755.0,1254.0,1925.0,1,5,1080000,2019-07-11,6821 BLISS TERRACE NYC
1,228,10,4,1880,1032,109,10025.0,1.0,0.0,1.0,0.0,0.0,1925.0,2,109,499900,2019-01-08,"200 WEST 109TH STREET, C8 NYC"
2,127,34,8,3249,1069,116,10468.0,0.0,1.0,1.0,0.0,0.0,2006.0,4,116,347500,2019-09-20,"2792 SEDGWICK AVENUE, PK-26 NYC"
3,20,1,0,8357,3,10,11234.0,2.0,0.0,2.0,5325.0,3448.0,1970.0,1,10,750000,2019-10-31,1277 EAST 70 STREET NYC
3,14,1,0,1927,51,11,11205.0,2.0,0.0,2.0,2300.0,1960.0,1901.0,1,11,1400000,2019-06-24,214 SKILLMAN STREET NYC
4,129,0,0,12902,18,5,11413.0,1.0,0.0,1.0,2042.0,1400.0,1935.0,1,5,499000,2019-12-19,130-37 224TH STREET NYC
2,152,1,0,2379,19,10,10451.0,2.0,0.0,2.0,2475.0,1848.0,1899.0,1,10,465000,2019-04-30,430 EAST 158 STREET NYC
4,207,0,0,11965,103,5,11435.0,1.0,0.0,1.0,2400.0,1190.0,1960.0,1,5,1,2019-09-03,111-40 SUTPHIN BOULEVARD NYC
1,224,10,4,1552,1442,109,10128.0,1.0,0.0,1.0,0.0,0.0,2002.0,2,109,1978138,2019-12-13,"389 EAST 89TH STREET, 29C NYC"
3,46,2,0,302,53,13,11201.0,3.0,0.0,3.0,1980.0,3600.0,1899.0,1,13,985000,2019-01-17,"219 WARREN STREET, 2 NYC"
3,55,34,8,1417,1053,116,11213.0,0.0,1.0,1.0,0.0,0.0,2007.0,4,116,999500,2019-08-26,"580 CROWN STREET, P24 NYC"
4,84,0,0,4819,20,5,11354.0,1.0,0.0,1.0,2660.0,1600.0,1935.0,1,5,800000,2019-11-20,150-32 25TH DRIVE NYC
2,153,2,2,2600,103,131,10455.0,0.0,0.0,0.0,10300.0,0.0,1900.0,1,13,10,2019-07-30,880 EAST 147 STREET NYC
1,134,10,4,248,1295,109,10002.0,1.0,0.0,1.0,0.0,0.0,2015.0,2,109,1519156,2019-07-09,"250 SOUTH STREET, 29N NYC"
1,42,10,4,174,1603,109,10013.0,1.0,0.0,1.0,0.0,0.0,2018.0,2,109,1471779,2019-10-21,"91 LEONARD STREET, 16D NYC"
1,227,10,4,1228,1070,109,10024.0,1.0,0.0,1.0,0.0,0.0,1987.0,2,109,1900000,2019-04-10,"2250 BROADWAY, 6N NYC"
4,183,0,0,7936,30,1,11427.0,1.0,0.0,1.0,4000.0,1690.0,1935.0,1,1,855000,2019-07-09,235-02 SEWARD AVENUE NYC
4,84,0,0,5289,57,1,11358.0,1.0,0.0,1.0,6000.0,2543.0,1930.0,1,1,1300000,2019-07-01,35-30 166TH STREET NYC
4,133,10,4,78,1141,109,11101.0,1.0,0.0,1.0,0.0,0.0,2018.0,2,109,1535000,2019-11-04,"21-30 44TH DRIVE, 5C NYC"
3,172,11,5,953,4,127,11217.0,3.0,1.0,4.0,1374.0,4180.0,1931.0,2,127,2750000,2019-06-19,199 FIFTH AVENUE NYC
5,3,0,0,5744,140,5,10312.0,1.0,0.0,1.0,560.0,1510.0,1996.0,1,5,335000,2019-03-28,110 EMILY LANE NYC
3,76,12,7,5087,1104,106,11226.0,1.0,0.0,1.0,0.0,0.0,1901.0,2,106,500000,2019-06-21,"153 MARTENSE STREET, 2B NYC"
